Repository,File,Commit Message
Mirantis/puppetlabs-apt,manifests/init.pp,"Merge pull request #61 from xaque208/pin_origin

Pin origin "
Mirantis/puppetlabs-apt,manifests/pin.pp,"Merge pull request #61 from xaque208/pin_origin

Pin origin "
Mirantis/puppetlabs-apt,manifests/source.pp,"Merge pull request #61 from xaque208/pin_origin

Pin origin "
Mirantis/puppetlabs-apt,templates/pin.pref.erb,"Merge pull request #61 from xaque208/pin_origin

Pin origin "
Mirantis/puppetlabs-apt,manifests/ppa.pp,"Merge pull request #60 from branan/ppa_filename

(#14657) Fix filename when there is a period in the PPA "
Mirantis/puppetlabs-apt,manifests/ppa.pp,(#14657) Fix filename when there is a period in the PPA 
Mirantis/puppet-concat,manifests/fragment.pp,"Merge pull request #28 from x-way/master

Remove trailing whitespace to make puppet-lint happy "
Mirantis/puppet-concat,manifests/fragment.pp,"Remove trailing whitespace in comment

puppet-lint does not like trailing whitespaces"
Mirantis/puppet-concat,manifests/init.pp,"Merge pull request #27 from djmitche/auto-setup

Include concat::setup from concat, so users don't need to "
Mirantis/puppet-concat,manifests/init.pp,"Include concat::setup from concat, so users don't need to"
Mirantis/puppet-concat,manifests/init.pp,"Merge pull request #26 from djmitche/patch-1

Remove spurious 'e' character. "
Mirantis/puppet-concat,manifests/init.pp,Remove spurious 'e' character.
Mirantis/puppet-concat,manifests/init.pp,"Merge pull request #24 from pabelanger/improvements

Improvements "
Mirantis/puppet-concat,spec/fixtures/manifests/site.pp,"Merge pull request #24 from pabelanger/improvements

Improvements "
Mirantis/puppet-concat,manifests/init.pp,"Reformatting for puppet-lint
Signed-off-by: Paul Belanger <paul.belanger@polybeacon.com>"
Mirantis/puppet-concat,spec/fixtures/manifests/site.pp,"Lets use puppetlabs_spec_helper
Signed-off-by: Paul Belanger <paul.belanger@polybeacon.com>"
Mirantis/puppet-concat,manifests/init.pp,Merge branch 'master' of github.com:ripienaar/puppet-concat
Mirantis/puppet-concat,manifests/setup.pp,Merge branch 'master' of github.com:ripienaar/puppet-concat
Mirantis/puppet-concat,manifests/setup.pp,"Merge pull request #21 from mrwacky42/basedir_warning

Fail with helpful advice if $::concat_basedir is not yet set "
Mirantis/puppet-concat,manifests/setup.pp,"Fail with helpful advice if $::concat_basedir is not yet set

Building on the new docs in https://github.com/ripienaar/puppet-concat/pull/20"
Mirantis/puppet-concat,manifests/init.pp,"Merge pull request #20 from endemics/master

add information about concat_basedir and the need for pluginsync = true at least once "
Mirantis/puppet-concat,manifests/setup.pp,"Merge pull request #20 from endemics/master

add information about concat_basedir and the need for pluginsync = true at least once "
Mirantis/puppet-concat,manifests/init.pp,add information about concat_basedir and the need for pluginsync = true at least once
Mirantis/puppet-concat,manifests/setup.pp,add information about concat_basedir and the need for pluginsync = true at least once
Mirantis/puppet-concat,manifests/fragment.pp,"Merge pull request #18 from dalen/master

A patch to make puppet-concat better comply with community style guidelines. "
Mirantis/puppet-concat,manifests/init.pp,"Merge pull request #18 from dalen/master

A patch to make puppet-concat better comply with community style guidelines. "
Mirantis/puppet-concat,manifests/setup.pp,"Merge pull request #18 from dalen/master

A patch to make puppet-concat better comply with community style guidelines. "
Mirantis/puppet-concat,manifests/fragment.pp,"Style guideline fixes

Comply better with puppet community style guidelines.

Change-Id: Ie1782d266539b1a8f9890b2ade77280011aa22aa"
Mirantis/puppet-concat,manifests/init.pp,"Style guideline fixes

Comply better with puppet community style guidelines.

Change-Id: Ie1782d266539b1a8f9890b2ade77280011aa22aa"
Mirantis/puppet-concat,manifests/setup.pp,"Style guideline fixes

Comply better with puppet community style guidelines.

Change-Id: Ie1782d266539b1a8f9890b2ade77280011aa22aa"
Mirantis/puppet-concat,manifests/init.pp,"Merge pull request #17 from pdxcat/refactor_remove_gnuflag

Remove the gnu parameter from concat "
Mirantis/puppet-concat,manifests/init.pp,"Remove the gnu parameter from concat

Previously, the concatfragments.sh script was would default to using
GNU-specific flags for find, sort, and xargs. This necessitated
explicit passing of a ""gnu = false"" parameter to the concat define in
order to successfully run the script without GNU-specific flags when
working with systems that do not by default include GNU versions of the
utilities (solaris, for example).

This commit modifies the concatfragments script such that GNU versions
of the utilities are not needed at all. It does this while preserving
the original use case for the GNU flags, which was to allow special
characters (like spaces) in the filenames, which it accomplished by
using GNU flags to separate fields using null characters instead of
newlines.

In order to preserve backwards-compatibility with existing puppet
installations that make use of the ""gnu = false"" parameter, the
parameter list for the concat define has not been changed. Rather, the
gnu parameter is now deprecated and ignored."
Mirantis/puppet-concat,manifests/setup.pp,"Fix comments to match actual behavior, clean up old script.

* Zap the old copy of /usr/local/bin/concatfragments.sh.
* Fix comments to point at new location of script.
* Delete trailing whitespace."
Mirantis/puppet-galera,manifests/init.pp,Made this a real puppet-module and not the vagrant-kind of thing
Mirantis/puppet-galera,manifests/nodes.pp,Made this a real puppet-module and not the vagrant-kind of thing
Mirantis/puppet-galera,manifests/site.pp,Made this a real puppet-module and not the vagrant-kind of thing
Mirantis/puppet-galera,templates/my.cnf.erb,Made this a real puppet-module and not the vagrant-kind of thing
Mirantis/puppet-galera,templates/wsrep.cnf.erb,Made this a real puppet-module and not the vagrant-kind of thing
Mirantis/puppet-galera,modules/galera/manifests/init.pp,moved modules out of manifests
Mirantis/puppet-galera,modules/galera/templates/my.cnf.erb,moved modules out of manifests
Mirantis/puppet-galera,modules/galera/templates/wsrep.cnf.erb,moved modules out of manifests
Mirantis/puppet-galera,manifests/modules/galera/manifests/init.pp,"nodes.pp works with regex now, so that db01 works as cluster master and some stuff in .pp is rewritten to get a stable vagrant up :)"
Mirantis/puppet-galera,manifests/modules/galera/templates/wsrep.cnf.erb,"nodes.pp works with regex now, so that db01 works as cluster master and some stuff in .pp is rewritten to get a stable vagrant up :)"
Mirantis/puppet-galera,manifests/nodes.pp,"nodes.pp works with regex now, so that db01 works as cluster master and some stuff in .pp is rewritten to get a stable vagrant up :)"
Mirantis/puppet-galera,manifests/modules/galera/manifests/init.pp,"Master and Slave need mysql-user wsrep_sst. I also ""retabbed"" the init.pp"
Mirantis/puppet-galera,manifests/modules/galera/manifests/init.pp,"Resolved dependency cycle, but still db02 hangs up during state snapshot transfer."
Mirantis/puppet-galera,manifests/modules/galera/templates/my.cnf.erb,"Resolved dependency cycle, but still db02 hangs up during state snapshot transfer."
Mirantis/puppet-galera,manifests/modules/galera/templates/wsrep.cnf.erb,"Resolved dependency cycle, but still db02 hangs up during state snapshot transfer."
Mirantis/puppet-galera,manifests/modules/galera/templates/wsrep.cnf.erb,Added port to wsrep.cnf.erb and deleted apt-conf
Mirantis/puppet-galera,manifests/site.pp,Added port to wsrep.cnf.erb and deleted apt-conf
Mirantis/puppet-galera,manifests/modules/galera/templates/wsrep.cnf.erb,"set wsrep_sst_receive_address to eth1, set cluster_address to gcomm:// for ""master"""
Mirantis/puppet-galera,manifests/site.pp,remove superfluous include
Mirantis/puppet-galera,manifests/classes/galera.pp,deleted obsolete files
Mirantis/puppet-galera,manifests/classes/galera.pp,"initial, broken"
Mirantis/puppet-galera,manifests/modules/galera/manifests/init.pp,"initial, broken"
Mirantis/puppet-galera,manifests/modules/galera/templates/wsrep.cnf.erb,"initial, broken"
Mirantis/puppet-galera,manifests/nodes.pp,"initial, broken"
Mirantis/puppet-galera,manifests/site.pp,"initial, broken"
Mirantis/puppetlabs-git,manifests/gitosis.pp,updated docs and tests
Mirantis/puppetlabs-git,manifests/init.pp,updated docs and tests
Mirantis/puppetlabs-git,tests/gitosis.pp,updated docs and tests
Mirantis/puppetlabs-git,tests/init.pp,updated docs and tests
Mirantis/puppetlabs-git,manifests/gitosis.pp,initial checkin for git project.
Mirantis/puppetlabs-git,manifests/init.pp,initial checkin for git project.
Mirantis/puppetlabs-git,tests/gitosis.pp,initial checkin for git project.
Mirantis/puppetlabs-git,tests/init.pp,initial checkin for git project.
Mirantis/puppetlabs-glance,templates/glance-cache.conf.erb,"Customizable auth_url, not hardwired to 127.0.0.1"
Mirantis/puppetlabs-glance,manifests/api.pp,"Merge pull request #41 from bodepd/allow_enabled

Add enabled parameter to glance services. "
Mirantis/puppetlabs-glance,manifests/registry.pp,"Merge pull request #41 from bodepd/allow_enabled

Add enabled parameter to glance services. "
Mirantis/puppetlabs-glance,manifests/api.pp,"Add enabled parameter to glance services.

This commit adds the parameter enabled to both glance::api
as well as glance::registry.

Setting enabled to false ensures that the service is not running
and that the db schema is not create/migrated.

This flag is being added to all nova services to allow the deployment
of the openstack controller in active-passive for HA."
Mirantis/puppetlabs-glance,manifests/registry.pp,"Add enabled parameter to glance services.

This commit adds the parameter enabled to both glance::api
as well as glance::registry.

Setting enabled to false ensures that the service is not running
and that the db schema is not create/migrated.

This flag is being added to all nova services to allow the deployment
of the openstack controller in active-passive for HA."
Mirantis/puppetlabs-glance,manifests/db/mysql.pp,"Merge pull request #37 from jmchilton/mysql_improvements

Mysql improvements "
Mirantis/puppetlabs-glance,manifests/db/mysql.pp,Allow override of mysql charset & small whitespace fixes and spec improvements to test this change.
Mirantis/puppetlabs-glance,manifests/db/mysql.pp,Change require => mysql::server to mysql::config so the mysql is fully configured before glance database is created.
Mirantis/puppetlabs-glance,manifests/backend/swift.pp,"Merge pull request #36 from branan/fix_old_puppet

fix old puppet "
Mirantis/puppetlabs-glance,manifests/client.pp,"Merge pull request #36 from branan/fix_old_puppet

fix old puppet "
Mirantis/puppetlabs-glance,manifests/backend/swift.pp,fix old puppet
Mirantis/puppetlabs-glance,manifests/client.pp,fix old puppet
Mirantis/puppetlabs-glance,manifests/keystone/auth.pp,"Merge pull request #33 from jmchilton/endpoint_optional

Make keystone endpoint definition optional "
Mirantis/puppetlabs-glance,manifests/keystone/auth.pp,Fix default boolean value for configure_endpoint.
Mirantis/puppetlabs-glance,manifests/keystone/auth.pp,Make endpoint configuration in glance::keystone::auth optional in case not using templated catalog file for defining endpoints. (keystone_endpoint type seems to assume always using SQL driver.)
Mirantis/puppetlabs-glance,manifests/client.pp,"Merge pull request #32 from jmchilton/client-module

Create configuration class for glance client "
Mirantis/puppetlabs-glance,manifests/params.pp,"Merge pull request #32 from jmchilton/client-module

Create configuration class for glance client "
Mirantis/puppetlabs-glance,manifests/client.pp,Specify glance client package name in params.pp.
Mirantis/puppetlabs-glance,manifests/params.pp,Specify glance client package name in params.pp.
Mirantis/puppetlabs-glance,manifests/client.pp,"Create configuration class for glance client, mirroring puppetlabs nova::client to some degree."
Mirantis/puppetlabs-glance,manifests/keystone/auth.pp,"Merge pull request #31 from bodepd/dev

Refactor of glance::keystone::auth "
Mirantis/puppet-haproxy,manifests/balancermember.pp,"Merge pull request #10 from rtyler/chicken-dinner

Fixy faxy "
Mirantis/puppet-haproxy,manifests/config.pp,"Merge pull request #10 from rtyler/chicken-dinner

Fixy faxy "
Mirantis/puppet-haproxy,manifests/init.pp,"Merge pull request #10 from rtyler/chicken-dinner

Fixy faxy "
Mirantis/puppet-haproxy,templates/haproxy_balancermember.erb,"Merge pull request #10 from rtyler/chicken-dinner

Fixy faxy "
Mirantis/puppet-haproxy,tests/init.pp,"Merge pull request #10 from rtyler/chicken-dinner

Fixy faxy "
Mirantis/puppet-haproxy,manifests/balancermember.pp,"Fix some, but by no means all, of puppet-lint's complaining"
Mirantis/puppet-haproxy,manifests/config.pp,"Fix some, but by no means all, of puppet-lint's complaining"
Mirantis/puppet-haproxy,manifests/init.pp,"Fix some, but by no means all, of puppet-lint's complaining"
Mirantis/puppet-haproxy,tests/init.pp,"Fix some, but by no means all, of puppet-lint's complaining"
Mirantis/puppet-haproxy,templates/haproxy_balancermember.erb,"Properly handle both Arrays and Strings passed as balancer member options

The template cannot rely on deprecated functionality of the String class
(`#each` which disappears in 1.9)

Fixes #9 "
Mirantis/puppet-haproxy,spec/fixtures/manifests/site.pp,"Commit spec tests for the haproxy module

Previously, the haproxy module didn't provide rspec tests for the class
or defined resource types.  This commit adds the tests, a spec_helper
file, and a rakefile so you can do `rake spec` and automatically run the
tests.

I've also committed a symlink in the
spec/fixtures/modules/haproxy directory so the rspec-puppet tests will
FIND the haproxy class/defined resource types, but I HAVE NOT committed
a symlink so that it will find the concat class (which is a dependency
for this module).  If you choose to run the tests, you must symlink the
concat module in the spec/fixtures/modules directory before the spec
tests will pass."
Mirantis/puppet-haproxy,manifests/config.pp,"Use array in config class default

Previously, I was using the option parameter twice in the default
setting for haproxy::config.  This commit changes that to passing an
array to the option parameter (and fixes the example)."
Mirantis/puppet-haproxy,manifests/init.pp,"Ensure hasrestart parameter with haproxy service

The haproxy service should have the hasrestart parameter defaulted to
true.  Previously, this was not the case.  This commit establishes that."
Mirantis/puppet-haproxy,manifests/balancermember.pp,Initial Commit
Mirantis/puppet-haproxy,manifests/config.pp,Initial Commit
Mirantis/puppet-haproxy,manifests/data.pp,Initial Commit
Mirantis/puppet-haproxy,manifests/init.pp,Initial Commit
Mirantis/puppet-haproxy,templates/haproxy-base.cfg.erb,Initial Commit
Mirantis/puppet-haproxy,templates/haproxy_balancermember.erb,Initial Commit
Mirantis/puppet-haproxy,templates/haproxy_config_block.erb,Initial Commit
Mirantis/puppet-haproxy,tests/init.pp,Initial Commit
Mirantis/puppetlabs-horizon,manifests/init.pp,Properly require and enable mod_wsgi before installing dashboard
Mirantis/puppetlabs-horizon,manifests/params.pp,Properly require and enable mod_wsgi before installing dashboard
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #11 from fcharlier/fc/more_parameters

Add more parameters "
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,"Merge pull request #11 from fcharlier/fc/more_parameters

Add more parameters "
Mirantis/puppetlabs-horizon,manifests/init.pp,"Remove the trailing comma on last parameter

It breaks puppet 2.6 and some 2.7"
Mirantis/puppetlabs-horizon,manifests/init.pp,"Add more parameters:

* secret key
* django_debug
* api_result_limit"
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,"Add more parameters:

* secret key
* django_debug
* api_result_limit"
Mirantis/puppetlabs-horizon,manifests/init.pp,Add keystone_default_role parameter
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,Add keystone_default_role parameter
Mirantis/puppetlabs-horizon,manifests/init.pp,Add parameters for keystone endpoint
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,Add parameters for keystone endpoint
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #7 from sbadia/master

Update package name for debian "
Mirantis/puppetlabs-horizon,manifests/params.pp,"Merge pull request #7 from sbadia/master

Update package name for debian "
Mirantis/puppetlabs-horizon,manifests/params.pp,Use operatingsystem instead of lsbdistid (Refs pull request #7) 
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #10 from branan/fix_trailing_comma

Remove trailing comma to be compatible with older puppets "
Mirantis/puppetlabs-horizon,manifests/init.pp,Remove trailing comma to be compatible with older puppets
Mirantis/puppetlabs-horizon,spec/fixtures/manifests/site.pp,"Merge pull request #9 from branan/test

Add initial spec test "
Mirantis/puppetlabs-horizon,spec/fixtures/manifests/site.pp,Add initial spec test
Mirantis/puppetlabs-horizon,manifests/init.pp,Debian: openstack-dashboard is an dependency of openstack-dashboard-apache
Mirantis/puppetlabs-horizon,manifests/params.pp,Debian: openstack-dashboard is an dependency of openstack-dashboard-apache
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,"Merge pull request #6 from jtopjian/master

Invalid Trailing Comma "
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,The trailing comma caused the links to not parse for me.
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #5 from robertstarmer/master

updated template for additional horizon supported services "
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,"Merge pull request #5 from robertstarmer/master

updated template for additional horizon supported services "
Mirantis/puppetlabs-horizon,manifests/init.pp,Fixed comments on pull.
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,Fixed comments on pull.
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #4 from sbadia/master

On debian apache2 is not an dependence of openstack-dashboard package "
Mirantis/puppetlabs-horizon,manifests/init.pp,"added enhancements to the template to support swift and quantum, and added tags and templates for app, compute, and storage monitoring callouts"
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,"added enhancements to the template to support swift and quantum, and added tags and templates for app, compute, and storage monitoring callouts"
Mirantis/puppetlabs-horizon,manifests/init.pp,For debian apache2 is not an dependence of openstack-dashboard
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #2 from derekhiggins/import-params

Params should have been imported, it was only working in tests by accident "
Mirantis/puppetlabs-horizon,manifests/init.pp,"Params should have been imported, it was only working in tests by accident"
Mirantis/puppetlabs-horizon,manifests/init.pp,"Merge pull request #1 from derekhiggins/adding-params

Adding name of the httpd service as a param Configure WhiteSource for GitHub.com"
Mirantis/puppetlabs-horizon,manifests/params.pp,"Merge pull request #1 from derekhiggins/adding-params

Adding name of the httpd service as a param Configure WhiteSource for GitHub.com"
Mirantis/puppetlabs-horizon,manifests/init.pp,Adding name of the httpd service as a param
Mirantis/puppetlabs-horizon,manifests/params.pp,Adding name of the httpd service as a param
Mirantis/puppetlabs-horizon,manifests/init.pp,"Remove wsgi dependency

It should be resolved by the openstack-dashbaord
package"
Mirantis/puppetlabs-horizon,manifests/init.pp,"initial checkin

contains a basic class for configuring horizon
on precise."
Mirantis/puppetlabs-horizon,templates/local_settings.py.erb,"initial checkin

contains a basic class for configuring horizon
on precise."
Mirantis/puppet-module-keepalived,manifests/instance.pp,Include keepalived::variables in keepalived::instance. Add require on keepalived::install.
Mirantis/puppet-module-keepalived,manifests/config.pp,Initial commit
Mirantis/puppet-module-keepalived,manifests/init.pp,Initial commit
Mirantis/puppet-module-keepalived,manifests/install.pp,Initial commit
Mirantis/puppet-module-keepalived,manifests/instance.pp,Initial commit
Mirantis/puppet-module-keepalived,manifests/service.pp,Initial commit
Mirantis/puppet-module-keepalived,manifests/variables.pp,Initial commit
Mirantis/puppet-module-keepalived,templates/global_config.erb,Initial commit
Mirantis/puppet-module-keepalived,templates/keepalived_instance.erb,Initial commit
Mirantis/puppet-module-keepalived,tests/init.pp,Initial commit
Mirantis/puppetlabs-keystone,manifests/init.pp,Merge branch 'configurable-backend'
Mirantis/puppetlabs-keystone,templates/footer.erb,Merge branch 'configurable-backend'
Mirantis/puppetlabs-keystone,manifests/init.pp,"Backend driver configurable (not hard-wired KVS).

Now it is possible to use SQL driver (e.g. if we have a replicated database)."
Mirantis/puppetlabs-keystone,templates/footer.erb,"Backend driver configurable (not hard-wired KVS).

Now it is possible to use SQL driver (e.g. if we have a replicated database)."
Mirantis/puppetlabs-keystone,manifests/config/postgresql.pp,"Merge pull request #52 from etiennep/master

Postgresql support "
Mirantis/puppetlabs-keystone,manifests/db/postgresql.pp,"Merge pull request #52 from etiennep/master

Postgresql support "
Mirantis/puppetlabs-keystone,manifests/init.pp,"Merge pull request #53 from bodepd/enabled_param

Added enabled parameter to keystone class "
Mirantis/puppetlabs-keystone,manifests/init.pp,"Added enabled parameter to keystone class

This commit adds an enabled parameter to the keystone
class. This parameter can be used to disable the keystone
service and ensure that the database schemas are not created/migrated.

This feature has been added for HA support."
Mirantis/puppetlabs-keystone,manifests/config/postgresql.pp,Added postgresql support.
Mirantis/puppetlabs-keystone,manifests/db/postgresql.pp,Added postgresql support.
Mirantis/puppetlabs-keystone,manifests/client/authtoken.pp,"Merge pull request #48 from bodepd/fix_auth_defaults

Correct keystone client connection defaults "
Mirantis/puppetlabs-keystone,manifests/client/authtoken.pp,"Correct keystone client connection defaults

This patch resolves a few minor issues related to defaults.

It resolves tests and docs related to a misconfigured port default
that has already been corrected.

It also changes the protocol default from https to https for client
connections. This is b/c the default protocol for keystone is http."
Mirantis/puppetlabs-keystone,manifests/client/authtoken.pp,"Merge pull request #46 from fcharlier/client_requires_python_libs

keystone::client::authtoken depends on keystone::python "
Mirantis/puppetlabs-keystone,manifests/client/authtoken.pp,keystone::client::authtoken depends on keystone::python
Mirantis/puppetlabs-keystone,manifests/roles/admin.pp,"Merge pull request #44 from josecastroleon/master

Add an extra parameter to specify another name for the admin account "
Mirantis/puppet-memcached,manifests/init.pp,"Merge pull request #12 from branan/remove_comma_for_2.6

Remove a trailing comma for compatibility with puppet 2.6 "
Mirantis/puppet-memcached,manifests/init.pp,Remove a trailing comma for compatibility with puppet 2.6
Mirantis/puppet-memcached,manifests/params.pp,Show osfamily in unsupported platform error message
Mirantis/puppet-memcached,manifests/init.pp,fix unix socket support
